accession_name	genome_accession	Sequence_abundance	Adjusted_ANI	Eff_cov	Contig_name	completeness	contamination	contigs	taxonomy	species	sample_name	fermented_food
7857_198_S232	ODFM-BA-A-0193-001_Saccharomyces_cerevisiae_beer44	0.1083	95.35	0.044	"ODFM-BA-A-0193-001_Saccharomyces_cerevisiae_beer44_CM006479.1 Saccharomyces cerevisiae strain beer044 chromosome I, whole genome shotgun sequence"	100	0.21	69	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Saccharomyces	Saccharomyces cerevisiae	FF0198_cafe_colucci_injera_batter	injera
7857_198_S232	XieM_2019__SAMC044639__bin.32	0.0408	96.01	0.043	SAMC044639_k141_719	97.32240437	1.879781421	45	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Pantoea	Pantoea agglomerans	FF0198_cafe_colucci_injera_batter	injera
7857_198_S232	EBC_082.15	0.0358	96.86	0.037	EBC_082.15_EBC_082_scaffold_602	92.69	4.54	82	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Kosakonia	Kosakonia cowanii	FF0198_cafe_colucci_injera_batter	injera
7857_147_S210	GCF_009913915.1_ASM991391v1_genomic	27.917	99.82	124	"GCF_009913915.1_ASM991391v1_genomic_NZ_CP028251.1 Leuconostoc mesenteroides strain SRCM102733 chromosome, complete genome"	100	0	3	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc	Leuconostoc mesenteroides	"FF0147_wild_west_ferments_limited_edition_saerkraut,_green_garlic"	sauerkraut
7857_147_S210	FalardeauJ_2023__SRR20811279__bin.3	27.2238	99.7	80	NODE_1_length_274429_cov_22.9992_ID_7781	99.97	0.24	56	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lactiplantibacillus	Lactiplantibacillus plantarum	"FF0147_wild_west_ferments_limited_edition_saerkraut,_green_garlic"	sauerkraut
7857_147_S210	MotaGutierrezJ_2021__SRR11602150__bin.9	19.4865	98.5	77	NODE_36_length_112572_cov_15.0000_ID_47355	99.42	0	110	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Levilactobacillus	Levilactobacillus brevis	"FF0147_wild_west_ferments_limited_edition_saerkraut,_green_garlic"	sauerkraut
7857_147_S210	GCF_001434055.1_ASM143405v1_genomic	10.8635	97.98	38	"GCF_001434055.1_ASM143405v1_genomic_NZ_AZCZ01000001.1 Levilactobacillus parabrevis ATCC 53295 Scaffold1, whole genome shotgun sequence"	99.38	0	110	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Levilactobacillus	Levilactobacillus parabrevis	"FF0147_wild_west_ferments_limited_edition_saerkraut,_green_garlic"	sauerkraut
7857_147_S210	LeechJ_2020__ERS3967740__bin.11	6.5267	99.99	23	ERS3967740_k141_286	99.375	0.78125	31	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Secundilactobacillus	Secundilactobacillus silagei	"FF0147_wild_west_ferments_limited_edition_saerkraut,_green_garlic"	sauerkraut
7857_147_S210	LeechJ_2020__ERS3967740__bin.10	2.9078	99.83	13.749	ERS3967740_k141_2100	99.38271605	0	52	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Pediococcus	Pediococcus parvulus	"FF0147_wild_west_ferments_limited_edition_saerkraut,_green_garlic"	sauerkraut
7857_147_S210	MortensenS_xxxx__WK028-2-L-48h-03A1_S20__bin.5	2.4425	99.6	13.129	WK028-2-L-48h-03A1_S20_k141_3165	99.88764045	0	19	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc	Leuconostoc citreum	"FF0147_wild_west_ferments_limited_edition_saerkraut,_green_garlic"	sauerkraut
7857_147_S210	GCF_005404945.1_ASM540494v1_genomic	1.3913	97.53	4.394	"GCF_005404945.1_ASM540494v1_genomic_NZ_BJDG01000001.1 Lactiplantibacillus pingfangensis strain 382-1 contig1, whole genome shotgun sequence"	99.38	1.23	59	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lactiplantibacillus	Lactiplantibacillus pingfangensis	"FF0147_wild_west_ferments_limited_edition_saerkraut,_green_garlic"	sauerkraut
7857_147_S210	GCF_001438845.1_ASM143884v1_genomic	0.4999	98.49	1.529	"GCF_001438845.1_ASM143884v1_genomic_NZ_JQCL01000005.1 Lactiplantibacillus xiangfangensis strain LMG 26013 NODE_10, whole genome shotgun sequence"	99.02	2.47	77	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lactiplantibacillus	Lactiplantibacillus xiangfangensis	"FF0147_wild_west_ferments_limited_edition_saerkraut,_green_garlic"	sauerkraut
7857_147_S210	KharnaiorP_2023__SRR22859379__bin.8	0.1472	98.98	0.847	NODE_3_length_161229_cov_37.0000_ID_62026	99.96	0.01	43	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Pediococcus	Pediococcus pentosaceus	"FF0147_wild_west_ferments_limited_edition_saerkraut,_green_garlic"	sauerkraut
7857_147_S210	GCF_019656055.1_ASM1965605v1_genomic	0.1436	99.97	0.686	"GCF_019656055.1_ASM1965605v1_genomic_NZ_BPKY01000001.1 Leuconostoc miyukkimchii strain JCM 17445 contig1, whole genome shotgun sequence"	99.44	0.97	12	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc	Leuconostoc miyukkimchii	"FF0147_wild_west_ferments_limited_edition_saerkraut,_green_garlic"	sauerkraut
7857_147_S210	LeechJ_2020__ERS3967737__bin.1	0.0982	99.61	0.479	ERS3967737_k141_37	66.20057156	3.389756944	573	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Levilactobacillus	Levilactobacillus spp.	"FF0147_wild_west_ferments_limited_edition_saerkraut,_green_garlic"	sauerkraut
7857_147_S210	MortensenS_xxxx__WK062-2-G-48h-05H5_S120__bin.3	0.0712	98.59	0.223	WK062-2-G-48h-05H5_S120_k141_82	98	0.15625	387	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lentilactobacillus	Lentilactobacillus diolivorans	"FF0147_wild_west_ferments_limited_edition_saerkraut,_green_garlic"	sauerkraut
7857_147_S210	EBC_080.1	0.0549	98.53	0.106	EBC_080.1_EBC_080_scaffold_1281	96.07	3.48	35	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Erwinia	Erwinia persicina	"FF0147_wild_west_ferments_limited_edition_saerkraut,_green_garlic"	sauerkraut
7857_147_S210	ODFM-BA-A-0027-003_Lactobacillus_sakei_WiKim0072	0.0228	99.17	0.103	"ODFM-BA-A-0027-003_Lactobacillus_sakei_WiKim0072_NZ_CP025136.1 Lactobacillus sakei strain WiKim0072 chromosome, complete genome"	99.46	0	3	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Latilactobacillus	Latilactobacillus sakei	"FF0147_wild_west_ferments_limited_edition_saerkraut,_green_garlic"	sauerkraut
7857_147_S210	AlvarezOrdonezA_xxxx__Q04-21__bin.16	0.0528	97.36	0.094	Q04-21_k141_3887	98.64480874	0.118397086	52	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Rahnella	Rahnella inusitata	"FF0147_wild_west_ferments_limited_edition_saerkraut,_green_garlic"	sauerkraut
7857_147_S210	EBC_147.23	0.0503	97.33	0.086	EBC_147.23_EBC_147_scaffold_41	77.74	0.86	315	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Rahnella	Rahnella aceris	"FF0147_wild_west_ferments_limited_edition_saerkraut,_green_garlic"	sauerkraut
7857_147_S210	LeechJ_xxxx__AF84__bin.30	0.0315	98.4	0.065	AF84_k141_2549	98.68519585	0.664457071	90	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Lelliottia	Lelliottia amnigena	"FF0147_wild_west_ferments_limited_edition_saerkraut,_green_garlic"	sauerkraut
7857_147_S210	MASTER_WP4_CSIC_2__P2596__bin.6	0.0277	97.61	0.058	P2596_k141_212	97.68548044	0.756448413	196	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Kluyvera	Kluyvera intermedia	"FF0147_wild_west_ferments_limited_edition_saerkraut,_green_garlic"	sauerkraut
7857_147_S210	MASTER_WP4_CSIC_1__P2146_73322__bin.6	0.0182	97.9	0.046	P2146_73322_k141_247	98.90710383	4.918032787	181	Bacillota;Bacilli;Lactobacillales;Carnobacteriaceae;Carnobacterium	Carnobacterium maltaromaticum	"FF0147_wild_west_ferments_limited_edition_saerkraut,_green_garlic"	sauerkraut
7857_147_S210	MASTER_WP4_TEAGASC_1__TGS08-29__bin.64	0.0226	97.2	0.039	TGS08-29_k141_17440	98.21428571	0.558035714	27	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Serratia	Serratia liquefaciens	"FF0147_wild_west_ferments_limited_edition_saerkraut,_green_garlic"	sauerkraut
7857_244_S263	MAG_501	67.2487	99.88	230	MAG_501_0	100	0	46	Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus	Lactococcus lactis	FF0244_matsoni_yogurt	yogurt
7857_244_S263	ODFM-BA-A-0148-001_Lactococcus_lactis_subsp._cremoris_LMG6897	10.2832	99.46	34	"ODFM-BA-A-0148-001_Lactococcus_lactis_subsp._cremoris_LMG6897_NZ_LISZ01000065.1 Lactococcus lactis subsp. cremoris strain LMG6897 contig_0, whole genome shotgun sequence"	100	0.19	233	Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus	Lactococcus cremoris	FF0244_matsoni_yogurt	yogurt
7857_244_S263	LeechJ_xxxx__AF54__bin.1	19.1873	98.87	25	AF54_k141_786	98.24016563	0.432312253	483	Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas_E	Pseudomonas E paracarnis	FF0244_matsoni_yogurt	yogurt
7857_244_S263	GCF_009913915.1_ASM991391v1_genomic	1.4259	98.51	5.421	"GCF_009913915.1_ASM991391v1_genomic_NZ_CP028251.1 Leuconostoc mesenteroides strain SRCM102733 chromosome, complete genome"	100	0	3	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc	Leuconostoc mesenteroides	FF0244_matsoni_yogurt	yogurt
7857_244_S263	ODFM-BA-A-0139-001_Enterococcus_lactis_CICC_24101	1.4081	98.4	3.843	"ODFM-BA-A-0139-001_Enterococcus_lactis_CICC_24101_NZ_WOTS01000010.1 Enterococcus lactis strain CICC 24101 NODE_10_length_82300_cov_4.602353, whole genome shotgun sequence"	99.62	0	53	Bacillota;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus_B	Enterococcus B lactis	FF0244_matsoni_yogurt	yogurt
7857_244_S263	MAG_107	0.4024	98.11	2.472	MAG_107_0	67.86	8.62	565	Bacillota;Bacilli;Bacillales;Bacillaceae_G;Bacillus_A	Bacillus A cereus	FF0244_matsoni_yogurt	yogurt
7857_244_S263	MortensenS_xxxx__WK002-1-L-48h-01F6_S30__bin.6	0.0444	95.77	0.196	WK002-1-L-48h-01F6_S30_k141_2565	100	0	16	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc	Leuconostoc falkenbergense	FF0244_matsoni_yogurt	yogurt
7857_241_S260	MortensenS_xxxx__WK006-2-G-48h-01C9_S6__bin.4	43.5361	99.3	125	WK006-2-G-48h-01C9_S6_k141_210	99.47643979	0	35	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Liquorilactobacillus	Liquorilactobacillus nagelii	FF0241_kombucha	kombucha
7857_241_S260	MortensenS_xxxx__WK047-2-G-48h-04C5_S123__bin.3	20.0737	98.04	58	WK047-2-G-48h-04C5_S123_k141_31	99.47643979	0.17452007	98	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Liquorilactobacillus	Liquorilactobacillus ghanensis	FF0241_kombucha	kombucha
7857_241_S260	ODFM-BA-A-0118-001_Brettanomyces_anomalus_YV396	35.5662	99.94	19	"ODFM-BA-A-0118-001_Brettanomyces_anomalus_YV396_LCTY01000001.1 Brettanomyces anomalus strain YV396 scaffold1, whole genome shotgun sequence"	99.17	0	30	Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Brettanomyces	Brettanomyces anomalus	FF0241_kombucha	kombucha
7857_241_S260	MortensenS_xxxx__WK004-2-L-48h-01G7_S40__bin.2	0.435	98.84	0.934	WK004-2-L-48h-01G7_S40_k141_114	100	0	136	Pseudomonadota;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Komagataeibacter	Komagataeibacter saccharivorans	FF0241_kombucha	kombucha
7857_241_S260	GCF_011611525.1_ASM1161152v1_genomic	0.1722	97.98	0.325	"GCF_011611525.1_ASM1161152v1_genomic_NZ_CP050139.1 Komagataeibacter rhaeticus strain ENS 9a1a chromosome, complete genome"	100	0	6	Pseudomonadota;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Komagataeibacter	Komagataeibacter rhaeticus	FF0241_kombucha	kombucha
7857_241_S260	LeechJ_2020__ERS3967697__bin.7	0.0594	97.29	0.145	ERS3967697_k141_15	83.82009795	0.497512438	460	Pseudomonadota;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Gluconobacter	Gluconobacter sp018811945	FF0241_kombucha	kombucha
7857_241_S260	OlgaP_2019__SRR11910536__bin.9	0.0592	98.92	0.139	NODE_1_length_334456_cov_667.9880_ID_365	100	0.17	27	Pseudomonadota;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Novacetimonas	Novacetimonas hansenii	FF0241_kombucha	kombucha
7857_241_S260	MortensenS_xxxx__WK058-1-L-48h-04G6_S31__bin.6	0.0553	97.06	0.127	WK058-1-L-48h-04G6_S31_k141_952	99.50248756	0.497512438	86	Pseudomonadota;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter	Acetobacter persici	FF0241_kombucha	kombucha
7857_241_S260	OlgaP_2019__SRR11909888__bin.7	0.0428	98.27	0.093	NODE_6_length_178379_cov_153.9948_ID_3109	99.65	0.45	75	Pseudomonadota;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Komagataeibacter	Komagataeibacter oboediens	FF0241_kombucha	kombucha
7857_222_S244	FontanaF_2023__SRR20746979__bin.3	40.724	98.51	70	NODE_10_length_61143_cov_28.9945_ID_1888	99.85	0.07	165	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus	Lactobacillus helveticus	FF0222_grandios_yellow_pap/ogi	pap
7857_222_S244	GCF_006740305.1_ASM674030v1_genomic	16.3549	98.54	25	"GCF_006740305.1_ASM674030v1_genomic_NZ_AP019750.1 Lactobacillus delbrueckii subsp. delbrueckii strain NBRC 3202 chromosome, complete genome"	99.03	0	1	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus	Lactobacillus delbrueckii	FF0222_grandios_yellow_pap/ogi	pap
7857_222_S244	FontanaF_2023__SRR20746839__bin.4	10.9986	99.38	19	NODE_2_length_148631_cov_25.9785_ID_15265	99.89	0.03	58	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Limosilactobacillus	Limosilactobacillus fermentum	FF0222_grandios_yellow_pap/ogi	pap
7857_222_S244	LeechJ_xxxx__AF41__bin.4	8.7273	98.79	18	AF41_k141_236	98.80952381	0.405844156	47	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus	Lactobacillus amylolyticus	FF0222_grandios_yellow_pap/ogi	pap
7857_222_S244	MASTER_WP4_UNINA_2__P-22__bin.8	4.3331	99.67	6.926	P-22_k141_82	98.36956522	1.630434783	84	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Limosilactobacillus	Limosilactobacillus panis	FF0222_grandios_yellow_pap/ogi	pap
7857_222_S244	YulandiA_2020__SRS6115052__bin.11	2.8101	97.72	5.199	SRS6115052_k141_268	93.84816754	1.439790576	176	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Ligilactobacillus	Ligilactobacillus agilis	FF0222_grandios_yellow_pap/ogi	pap
7857_222_S244	MortensenS_xxxx__WK006-2-G-48h-01C9_S6__bin.4	1.8056	99.17	2.2	WK006-2-G-48h-01C9_S6_k141_210	99.47643979	0	35	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Liquorilactobacillus	Liquorilactobacillus nagelii	FF0222_grandios_yellow_pap/ogi	pap
7857_222_S244	MortensenS_xxxx__WK032-1-L-48h-03B6_S34__bin.2	1.4307	98.51	1.592	WK032-1-L-48h-03B6_S34_k141_400	99.50248756	0	126	Pseudomonadota;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter	Acetobacter pasteurianus	FF0222_grandios_yellow_pap/ogi	pap
7857_222_S244	FalardeauJ_2023__SRR20811279__bin.3	1.4903	99.48	1.399	NODE_1_length_274429_cov_22.9992_ID_7781	99.97	0.24	56	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lactiplantibacillus	Lactiplantibacillus plantarum	FF0222_grandios_yellow_pap/ogi	pap
7857_222_S244	LeechJ_xxxx__AF51__bin.9	0.4097	99.41	1.118	AF51_k141_148	54.17836283	2.487562189	427	Pseudomonadota;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter	Acetobacter oryzoeni	FF0222_grandios_yellow_pap/ogi	pap
7857_222_S244	LeechJ_xxxx__AF68__bin.13	0.6496	99.6	1.083	AF68_k141_238	98.03664921	2.137870855	195	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;NA	NA spp.	FF0222_grandios_yellow_pap/ogi	pap
7857_222_S244	MASTER_WP4_CSIC_2__P2597__bin.1	3.6321	99.76	1.009	P2597_k141_298	93.6	0.3	703	Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Pichia	Pichia kudriavzevii	FF0222_grandios_yellow_pap/ogi	pap
7857_222_S244	GCF_004014775.2_ASM401477v2_genomic	0.9138	96.86	0.846	"GCF_004014775.2_ASM401477v2_genomic_NZ_CP042808.1 Acetobacter oryzoeni strain B6 chromosome, complete genome"	100	0	4	Pseudomonadota;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter	Acetobacter oryzoeni	FF0222_grandios_yellow_pap/ogi	pap
7857_222_S244	LandisEA_2021__SRS5653399__bin.4	0.3243	99.88	0.757	SRS5653399_k141_290	99.375	0.625	37	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Fructilactobacillus	Fructilactobacillus sanfranciscensis	FF0222_grandios_yellow_pap/ogi	pap
7857_222_S244	GCF_004771075.1_ASM477107v1_genomic	0.549	99.18	0.723	"GCF_004771075.1_ASM477107v1_genomic_NZ_CP027563.1 Weissella confusa strain VTT E-133279 chromosome, complete genome"	99.08	0	2	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Weissella	Weissella confusa	FF0222_grandios_yellow_pap/ogi	pap
7857_222_S244	LandisEA_2021__SRS5653333__bin.1	0.5881	98.55	0.693	SRS5653333_k141_170	99.18478261	1.358695652	124	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Loigolactobacillus	Loigolactobacillus coryniformis	FF0222_grandios_yellow_pap/ogi	pap
7857_222_S244	ODFM-BA-A-0005-002_Lactobacillus_curvatus_WiKim38	0.4367	99.02	0.657	"ODFM-BA-A-0005-002_Lactobacillus_curvatus_WiKim38_NZ_CP017124.1 Lactobacillus curvatus strain WiKim38, complete genome"	99.46	0	1	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Latilactobacillus	Latilactobacillus curvatus	FF0222_grandios_yellow_pap/ogi	pap
7857_222_S244	MortensenS_xxxx__WK007-2-G-48h-01D1_S7__bin.5	0.184	98.65	0.552	WK007-2-G-48h-01D1_S7_k141_50	52.682939	0	364	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Liquorilactobacillus	Liquorilactobacillus hordei	FF0222_grandios_yellow_pap/ogi	pap
7857_222_S244	MortensenS_xxxx__WK029-2-G-48h-04A5_S105__bin.1	0.4369	96.74	0.551	WK029-2-G-48h-04A5_S105_k141_65	99.47643979	0	27	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Liquorilactobacillus	Liquorilactobacillus hordei	FF0222_grandios_yellow_pap/ogi	pap
7857_222_S244	LeechJ_xxxx__AF68__bin.3	0.4979	98.43	0.542	AF68_k141_2037	97.2826087	2.581521739	150	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Paucilactobacillus	Paucilactobacillus vaccinostercus	FF0222_grandios_yellow_pap/ogi	pap
7857_222_S244	PatroJN_2016__SRS1044731__bin.7	0.2886	98.76	0.526	SRS1044731_k141_695	94.37172775	0	49	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Ligilactobacillus	Ligilactobacillus salivarius	FF0222_grandios_yellow_pap/ogi	pap
7857_222_S244	MAG_501	0.3598	98.65	0.459	MAG_501_0	100	0	46	Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus	Lactococcus lactis	FF0222_grandios_yellow_pap/ogi	pap
7857_222_S244	KharnaiorP_2023__SRR22859379__bin.8	0.1964	99.28	0.361	NODE_3_length_161229_cov_37.0000_ID_62026	99.96	0.01	43	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Pediococcus	Pediococcus pentosaceus	FF0222_grandios_yellow_pap/ogi	pap
7857_222_S244	MotaGutierrezJ_2021__SRR11602156__bin.13	0.1421	99.04	0.293	NODE_13_length_131629_cov_20.9991_ID_137683	74.54	0.81	101	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus	Lactobacillus amylovorus	FF0222_grandios_yellow_pap/ogi	pap
7857_222_S244	MAG_24	0.1973	97.56	0.29	MAG_24_0	50.34	1.72	453	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Loigolactobacillus	Loigolactobacillus bifermentans	FF0222_grandios_yellow_pap/ogi	pap
7857_222_S244	GCF_025211165.1_ASM2521116v1_genomic	0.1743	98.75	0.287	"GCF_025211165.1_ASM2521116v1_genomic_NZ_RIVC01000068.1 Periweissella beninensis strain 716 NODE_103_length_292_cov_243.839035, whole genome shotgun sequence"	99.18	0	78	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Periweissella	Periweissella beninensis	FF0222_grandios_yellow_pap/ogi	pap
7857_222_S244	CM_UNINA_FFOOD__FFOOD_425__bin.9	0.1783	98.06	0.28	NODE_1_length_598382_cov_75.9985_ID_32759	99.98	0	9	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Pediococcus	Pediococcus acidilactici	FF0222_grandios_yellow_pap/ogi	pap
7857_222_S244	LeechJ_xxxx__AF68__bin.1	0.1129	97.22	0.177	AF68_k141_86	90.78616352	1.608845608	428	Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus	Lactococcus hircilactis	FF0222_grandios_yellow_pap/ogi	pap
7857_222_S244	GCF_009184845.1_ASM918484v1_genomic	0.1987	99.33	0.168	GCF_009184845.1_ASM918484v1_genomic_NZ_CP045068.1 Lacticaseibacillus manihotivorans strain LM010 chromosome	99.48	1.05	2	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lacticaseibacillus	Lacticaseibacillus manihotivorans	FF0222_grandios_yellow_pap/ogi	pap
7857_222_S244	MortensenS_xxxx__WK027-1-L-48h-02I4_S14__bin.10	0.1606	97.61	0.149	WK027-1-L-48h-02I4_S14_k141_125	100	0	44	Pseudomonadota;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter	Acetobacter indonesiensis	FF0222_grandios_yellow_pap/ogi	pap
7857_222_S244	LeechJ_xxxx__AF31__bin.3	0.1144	98.54	0.132	AF31_k141_2669	100	0	68	Pseudomonadota;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter	Acetobacter peroxydans	FF0222_grandios_yellow_pap/ogi	pap
7857_222_S244	MotaGutierrezJ_2021__SRR11602150__bin.9	0.1023	96.62	0.129	NODE_36_length_112572_cov_15.0000_ID_47355	99.42	0	110	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Levilactobacillus	Levilactobacillus brevis	FF0222_grandios_yellow_pap/ogi	pap
7857_222_S244	MAG_528	0.0715	99.24	0.098	MAG_528_0	95.5	2.75	169	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lacticaseibacillus	Lacticaseibacillus pantheris	FF0222_grandios_yellow_pap/ogi	pap
7857_222_S244	MortensenS_xxxx__WK030-2-L-48h-03A9_S28__bin.2	0.091	98.03	0.09	WK030-2-L-48h-03A9_S28_k141_198	100	0	41	Pseudomonadota;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter	Acetobacter lovaniensis	FF0222_grandios_yellow_pap/ogi	pap
7857_222_S244	CM_UNINA_FFOOD__FFOOD_296__bin.3	0.0423	98.78	0.064	NODE_7_length_181696_cov_14.9995_ID_46043	99.71	0.14	44	Actinomycetota;Actinomycetes;Actinomycetales;Bifidobacteriaceae;Bifidobacterium	Bifidobacterium mongoliense	FF0222_grandios_yellow_pap/ogi	pap
7857_222_S244	CM_UNINA_FFOOD__FFOOD_286__bin.4	0.0329	97.74	0.04	NODE_10_length_98713_cov_16.0000_ID_19272	97.93	0.17	171	Actinomycetota;Actinomycetes;Actinomycetales;Micrococcaceae;Rothia	Rothia kristinae	FF0222_grandios_yellow_pap/ogi	pap
7857_222_S244	MASTER_WP4_CSIC_2__P2574__bin.32	0.1178	98.17	0.025	P2574_k141_167	95.3	0.3	1169	Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Candida	Candida tropicalis	FF0222_grandios_yellow_pap/ogi	pap
7857_222_S244	LiZ_2018__SRS2920550__bin.19	0.1219	97.96	0.015	SRS2920550_k99_361	92.9	0.4	1633	Mucoromycota;Mucoromycetes;Mucorales;Lichtheimiaceae;Rhizomucor	Rhizomucor pusillus	FF0222_grandios_yellow_pap/ogi	pap
7857_148_S211	FalardeauJ_2023__SRR20811279__bin.3	42.8114	99.63	78	NODE_1_length_274429_cov_22.9992_ID_7781	99.97	0.24	56	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lactiplantibacillus	Lactiplantibacillus plantarum	FF0148_wild_west_erments_el_curtido	sauerkraut
7857_148_S211	GCF_019656015.1_ASM1965601v1_genomic	15.9327	99.57	46	"GCF_019656015.1_ASM1965601v1_genomic_NZ_BPKW01000001.1 Leuconostoc inhae strain DSM 15101 contig1, whole genome shotgun sequence"	99.44	0.11	35	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc	Leuconostoc inhae A	FF0148_wild_west_erments_el_curtido	sauerkraut
